run_id,capture_source,capture_scope,artifact_bytes,duration_seconds,ipv4_packets,tcp_packets,udp_packets,malformed_packets,quality
chrome_exploratory_run01_retry01,pcapdroid_vpn_boundary_auxiliary,whole_device_unfiltered,17695496,429.304865837,22516,8812,13704,0,INVALID_STATE_CONTAMINATION
